TopLeft,TopMid,TopRight,MidLeft,MidMid,MidRight,BotLeft,BotMid,BotRight,StateID,Action
0,0,0,0,0,1,0,2,2,173,4
0,0,0,0,0,1,0,2,2,174,6
0,0,0,0,0,1,1,0,2,175,0
0,0,0,0,0,1,1,0,2,176,1
0,0,0,0,0,1,1,0,2,177,2
0,0,0,0,0,1,1,0,2,178,3
0,0,0,0,0,1,1,0,2,179,4
0,0,0,0,0,1,1,0,2,180,7
0,0,0,0,0,1,1,2,0,181,0
0,0,0,0,0,1,1,2,0,182,1
0,0,0,0,0,1,1,2,0,183,2
0,0,0,0,0,1,1,2,0,184,3
0,0,0,0,0,1,1,2,0,185,4
0,0,0,0,0,1,1,2,0,186,8
0,0,0,0,0,1,1,2,2,187,0
0,0,0,0,0,1,1,2,2,188,1
0,0,0,0,0,1,1,2,2,189,2
0,0,0,0,0,1,1,2,2,190,3
0,0,0,0,0,1,1,2,2,191,4
0,0,0,0,0,1,2,0,0,192,0
0,0,0,0,0,1,2,0,0,193,1
0,0,0,0,0,1,2,0,0,194,2
0,0,0,0,0,1,2,0,0,195,3
0,0,0,0,0,1,2,0,0,196,4
0,0,0,0,0,1,2,0,0,197,7
0,0,0,0,0,1,2,0,0,198,8
0,0,0,0,0,1,2,0,1,199,0
0,0,0,0,0,1,2,0,1,200,1
0,0,0,0,0,1,2,0,1,201,2
0,0,0,0,0,1,2,0,1,202,3
0,0,0,0,0,1,2,0,1,203,4
0,0,0,0,0,1,2,0,1,204,7
0,0,0,0,0,1,2,0,2,205,0
0,0,0,0,0,1,2,0,2,206,1
0,0,0,0,0,1,2,0,2,207,2
0,0,0,0,0,1,2,0,2,208,3
0,0,0,0,0,1,2,0,2,209,4
0,0,0,0,0,1,2,0,2,210,7
0,0,0,0,0,1,2,1,0,211,0
0,0,0,0,0,1,2,1,0,212,1
0,0,0,0,0,1,2,1,0,213,2
0,0,0,0,0,1,2,1,0,214,3
0,0,0,0,0,1,2,1,0,215,4
0,0,0,0,0,1,2,1,0,216,8
0,0,0,0,0,1,2,1,2,217,0
0,0,0,0,0,1,2,1,2,218,1
0,0,0,0,0,1,2,1,2,219,2
0,0,0,0,0,1,2,1,2,220,3
0,0,0,0,0,1,2,1,2,221,4
0,0,0,0,0,1,2,2,0,222,0
0,0,0,0,0,1,2,2,0,223,1
0,0,0,0,0,1,2,2,0,224,2
0,0,0,0,0,1,2,2,0,225,3
0,0,0,0,0,1,2,2,0,226,4
0,0,0,0,0,1,2,2,0,227,8
0,0,0,0,0,1,2,2,1,228,0
0,0,0,0,0,1,2,2,1,229,1
0,0,0,0,0,1,2,2,1,230,2
0,0,0,0,0,1,2,2,1,231,3
0,0,0,0,0,1,2,2,1,232,4
0,0,0,0,0,2,0,0,0,233,0
0,0,0,0,0,2,0,0,0,234,1
0,0,0,0,0,2,0,0,0,235,2
0,0,0,0,0,2,0,0,0,236,3
0,0,0,0,0,2,0,0,0,237,4
0,0,0,0,0,2,0,0,0,238,6
0,0,0,0,0,2,0,0,0,239,7
0,0,0,0,0,2,0,0,0,240,8
0,0,0,0,0,2,0,0,1,241,0
0,0,0,0,0,2,0,0,1,242,1
0,0,0,0,0,2,0,0,1,243,2
0,0,0,0,0,2,0,0,1,244,3
0,0,0,0,0,2,0,0,1,245,4
0,0,0,0,0,2,0,0,1,246,6
0,0,0,0,0,2,0,0,1,247,7
0,0,0,0,0,2,0,1,0,248,0
0,0,0,0,0,2,0,1,0,249,1
0,0,0,0,0,2,0,1,0,250,2
0,0,0,0,0,2,0,1,0,251,3
0,0,0,0,0,2,0,1,0,252,4
0,0,0,0,0,2,0,1,0,253,6
0,0,0,0,0,2,0,1,0,254,8
0,0,0,0,0,2,0,1,1,255,0
0,0,0,0,0,2,0,1,1,256,1
0,0,0,0,0,2,0,1,1,257,2
0,0,0,0,0,2,0,1,1,258,3
0,0,0,0,0,2,0,1,1,259,4
0,0,0,0,0,2,0,1,1,260,6
0,0,0,0,0,2,0,1,2,261,0
0,0,0,0,0,2,0,1,2,262,1
0,0,0,0,0,2,0,1,2,263,2
0,0,0,0,0,2,0,1,2,264,3
0,0,0,0,0,2,0,1,2,265,4
0,0,0,0,0,2,0,1,2,266,6
0,0,0,0,0,2,0,2,1,267,0
0,0,0,0,0,2,0,2,1,268,1
0,0,0,0,0,2,0,2,1,269,2
0,0,0,0,0,2,0,2,1,270,3
0,0,0,0,0,2,0,2,1,271,4
0,0,0,0,0,2,0,2,1,272,6
0,0,0,0,0,2,1,0,0,273,0
0,0,0,0,0,2,1,0,0,274,1
0,0,0,0,0,2,1,0,0,275,2
0,0,0,0,0,2,1,0,0,276,3
0,0,0,0,0,2,1,0,0,277,4
0,0,0,0,0,2,1,0,0,278,7
0,0,0,0,0,2,1,0,0,279,8
0,0,0,0,0,2,1,0,1,280,0
0,0,0,0,0,2,1,0,1,281,1
0,0,0,0,0,2,1,0,1,282,2
0,0,0,0,0,2,1,0,1,283,3
0,0,0,0,0,2,1,0,1,284,4
0,0,0,0,0,2,1,0,1,285,7
0,0,0,0,0,2,1,0,2,286,0
0,0,0,0,0,2,1,0,2,287,1
0,0,0,0,0,2,1,0,2,288,2
0,0,0,0,0,2,1,0,2,289,3
0,0,0,0,0,2,1,0,2,290,4
0,0,0,0,0,2,1,0,2,291,7
0,0,0,0,0,2,1,1,0,292,0
0,0,0,0,0,2,1,1,0,293,1
0,0,0,0,0,2,1,1,0,294,2
0,0,0,0,0,2,1,1,0,295,3
0,0,0,0,0,2,1,1,0,296,4
0,0,0,0,0,2,1,1,0,297,8
0,0,0,0,0,2,1,1,2,298,0
0,0,0,0,0,2,1,1,2,299,1
0,0,0,0,0,2,1,1,2,300,2
0,0,0,0,0,2,1,1,2,301,3
0,0,0,0,0,2,1,1,2,302,4
0,0,0,0,0,2,1,2,0,303,0
0,0,0,0,0,2,1,2,0,304,1
0,0,0,0,0,2,1,2,0,305,2
0,0,0,0,0,2,1,2,0,306,3
0,0,0,0,0,2,1,2,0,307,4
0,0,0,0,0,2,1,2,0,308,8
0,0,0,0,0,2,1,2,1,309,0
0,0,0,0,0,2,1,2,1,310,1
0,0,0,0,0,2,1,2,1,311,2
0,0,0,0,0,2,1,2,1,312,3
0,0,0,0,0,2,1,2,1,313,4
0,0,0,0,0,2,2,0,1,314,0
0,0,0,0,0,2,2,0,1,315,1
0,0,0,0,0,2,2,0,1,316,2
0,0,0,0,0,2,2,0,1,317,3
0,0,0,0,0,2,2,0,1,318,4
0,0,0,0,0,2,2,0,1,319,7
0,0,0,0,0,2,2,1,0,320,0
0,0,0,0,0,2,2,1,0,321,1
0,0,0,0,0,2,2,1,0,322,2
0,0,0,0,0,2,2,1,0,323,3
0,0,0,0,0,2,2,1,0,324,4
0,0,0,0,0,2,2,1,0,325,8
0,0,0,0,0,2,2,1,1,326,0
0,0,0,0,0,2,2,1,1,327,1
0,0,0,0,0,2,2,1,1,328,2
0,0,0,0,0,2,2,1,1,329,3
0,0,0,0,0,2,2,1,1,330,4
0,0,0,0,1,0,0,0,0,331,0
0,0,0,0,1,0,0,0,0,332,1
0,0,0,0,1,0,0,0,0,333,2
0,0,0,0,1,0,0,0,0,334,3
0,0,0,0,1,0,0,0,0,335,5
0,0,0,0,1,0,0,0,0,336,6
0,0,0,0,1,0,0,0,0,337,7
0,0,0,0,1,0,0,0,0,338,8
0,0,0,0,1,0,0,0,2,339,0
0,0,0,0,1,0,0,0,2,340,1
0,0,0,0,1,0,0,0,2,341,2
0,0,0,0,1,0,0,0,2,342,3
0,0,0,0,1,0,0,0,2,343,5
0,0,0,0,1,0,0,0,2,344,6
0,0,0,0,1,0,0,0,2,345,7
0,0,0,0,1,0,0,1,2,346,0
0,0,0,0,1,0,0,1,2,347,1
0,0,0,0,1,0,0,1,2,348,2
0,0,0,0,1,0,0,1,2,349,3
0,0,0,0,1,0,0,1,2,350,5
0,0,0,0,1,0,0,1,2,351,6
0,0,0,0,1,0,0,2,0,352,0
0,0,0,0,1,0,0,2,0,353,1
0,0,0,0,1,0,0,2,0,354,2
0,0,0,0,1,0,0,2,0,355,3
0,0,0,0,1,0,0,2,0,356,5
0,0,0,0,1,0,0,2,0,357,6
0,0,0,0,1,0,0,2,0,358,8
0,0,0,0,1,0,0,2,1,359,0
0,0,0,0,1,0,0,2,1,360,1
0,0,0,0,1,0,0,2,1,361,2
0,0,0,0,1,0,0,2,1,362,3
0,0,0,0,1,0,0,2,1,363,5
0,0,0,0,1,0,0,2,1,364,6
0,0,0,0,1,0,0,2,2,365,0
0,0,0,0,1,0,0,2,2,366,1
0,0,0,0,1,0,0,2,2,367,2
0,0,0,0,1,0,0,2,2,368,3
0,0,0,0,1,0,0,2,2,369,5
0,0,0,0,1,0,0,2,2,370,6
0,0,0,0,1,0,1,0,2,371,0
0,0,0,0,1,0,1,0,2,372,1
0,0,0,0,1,0,1,0,2,373,2
0,0,0,0,1,0,1,0,2,374,3
0,0,0,0,1,0,1,0,2,375,5
0,0,0,0,1,0,1,0,2,376,7
0,0,0,0,1,0,1,2,0,377,0
0,0,0,0,1,0,1,2,0,378,1
0,0,0,0,1,0,1,2,0,379,2
0,0,0,0,1,0,1,2,0,380,3
0,0,0,0,1,0,1,2,0,381,5
0,0,0,0,1,0,1,2,0,382,8
0,0,0,0,1,0,1,2,2,383,0
0,0,0,0,1,0,1,2,2,384,1
0,0,0,0,1,0,1,2,2,385,2
0,0,0,0,1,0,1,2,2,386,3
0,0,0,0,1,0,1,2,2,387,5
0,0,0,0,1,0,2,0,0,388,0
0,0,0,0,1,0,2,0,0,389,1
0,0,0,0,1,0,2,0,0,390,2
0,0,0,0,1,0,2,0,0,391,3
0,0,0,0,1,0,2,0,0,392,5
0,0,0,0,1,0,2,0,0,393,7
0,0,0,0,1,0,2,0,0,394,8
0,0,0,0,1,0,2,0,1,395,0
0,0,0,0,1,0,2,0,1,396,1
0,0,0,0,1,0,2,0,1,397,2
0,0,0,0,1,0,2,0,1,398,3
0,0,0,0,1,0,2,0,1,399,5
0,0,0,0,1,0,2,0,1,400,7
0,0,0,0,1,0,2,0,2,401,0
0,0,0,0,1,0,2,0,2,402,1
0,0,0,0,1,0,2,0,2,403,2
0,0,0,0,1,0,2,0,2,404,3
0,0,0,0,1,0,2,0,2,405,5
0,0,0,0,1,0,2,0,2,406,7
0,0,0,0,1,0,2,1,0,407,0
0,0,0,0,1,0,2,1,0,408,1
0,0,0,0,1,0,2,1,0,409,2
0,0,0,0,1,0,2,1,0,410,3
0,0,0,0,1,0,2,1,0,411,5
0,0,0,0,1,0,2,1,0,412,8
0,0,0,0,1,0,2,1,2,413,0
0,0,0,0,1,0,2,1,2,414,1
0,0,0,0,1,0,2,1,2,415,2
0,0,0,0,1,0,2,1,2,416,3
0,0,0,0,1,0,2,1,2,417,5
0,0,0,0,1,0,2,2,0,418,0
0,0,0,0,1,0,2,2,0,419,1
0,0,0,0,1,0,2,2,0,420,2
0,0,0,0,1,0,2,2,0,421,3
0,0,0,0,1,0,2,2,0,422,5
0,0,0,0,1,0,2,2,0,423,8
0,0,0,0,1,0,2,2,1,424,0
0,0,0,0,1,0,2,2,1,425,1
0,0,0,0,1,0,2,2,1,426,2
0,0,0,0,1,0,2,2,1,427,3
0,0,0,0,1,0,2,2,1,428,5
0,0,0,0,1,1,0,0,2,429,0
0,0,0,0,1,1,0,0,2,430,1
0,0,0,0,1,1,0,0,2,431,2
0,0,0,0,1,1,0,0,2,432,3
0,0,0,0,1,1,0,0,2,433,6
0,0,0,0,1,1,0,0,2,434,7
0,0,0,0,1,1,0,2,0,435,0
0,0,0,0,1,1,0,2,0,436,1
0,0,0,0,1,1,0,2,0,437,2
0,0,0,0,1,1,0,2,0,438,3
0,0,0,0,1,1,0,2,0,439,6
0,0,0,0,1,1,0,2,0,440,8
0,0,0,0,1,1,0,2,2,441,0
0,0,0,0,1,1,0,2,2,442,1
0,0,0,0,1,1,0,2,2,443,2
0,0,0,0,1,1,0,2,2,444,3
0,0,0,0,1,1,0,2,2,445,6
0,0,0,0,1,1,1,2,2,446,0
0,0,0,0,1,1,1,2,2,447,1
0,0,0,0,1,1,1,2,2,448,2
0,0,0,0,1,1,1,2,2,449,3
0,0,0,0,1,1,2,0,0,450,0
0,0,0,0,1,1,2,0,0,451,1
0,0,0,0,1,1,2,0,0,452,2
0,0,0,0,1,1,2,0,0,453,3
0,0,0,0,1,1,2,0,0,454,7
0,0,0,0,1,1,2,0,0,455,8
0,0,0,0,1,1,2,0,2,456,0
0,0,0,0,1,1,2,0,2,457,1
0,0,0,0,1,1,2,0,2,458,2
0,0,0,0,1,1,2,0,2,459,3
0,0,0,0,1,1,2,0,2,460,7
0,0,0,0,1,1,2,1,2,461,0
0,0,0,0,1,1,2,1,2,462,1
0,0,0,0,1,1,2,1,2,463,2
0,0,0,0,1,1,2,1,2,464,3
0,0,0,0,1,1,2,2,0,465,0
0,0,0,0,1,1,2,2,0,466,1
0,0,0,0,1,1,2,2,0,467,2
0,0,0,0,1,1,2,2,0,468,3
0,0,0,0,1,1,2,2,0,469,8
0,0,0,0,1,1,2,2,1,470,0
0,0,0,0,1,1,2,2,1,471,1
0,0,0,0,1,1,2,2,1,472,2
0,0,0,0,1,1,2,2,1,473,3
0,0,0,0,1,1,2,2,2,474,0
0,0,0,0,1,1,2,2,2,475,1
0,0,0,0,1,1,2,2,2,476,2
0,0,0,0,1,1,2,2,2,477,3
0,0,0,0,1,2,0,0,0,478,0
0,0,0,0,1,2,0,0,0,479,1
0,0,0,0,1,2,0,0,0,480,2
0,0,0,0,1,2,0,0,0,481,3
0,0,0,0,1,2,0,0,0,482,6
0,0,0,0,1,2,0,0,0,483,7
0,0,0,0,1,2,0,0,0,484,8
0,0,0,0,1,2,0,0,1,485,0
0,0,0,0,1,2,0,0,1,486,1
0,0,0,0,1,2,0,0,1,487,2
0,0,0,0,1,2,0,0,1,488,3
0,0,0,0,1,2,0,0,1,489,6
0,0,0,0,1,2,0,0,1,490,7
0,0,0,0,1,2,0,0,2,491,0
0,0,0,0,1,2,0,0,2,492,1
0,0,0,0,1,2,0,0,2,493,2
0,0,0,0,1,2,0,0,2,494,3
0,0,0,0,1,2,0,0,2,495,6
0,0,0,0,1,2,0,0,2,496,7
0,0,0,0,1,2,0,1,0,497,0
0,0,0,0,1,2,0,1,0,498,1
0,0,0,0,1,2,0,1,0,499,2
0,0,0,0,1,2,0,1,0,500,3
0,0,0,0,1,2,0,1,0,501,6
0,0,0,0,1,2,0,1,0,502,8
0,0,0,0,1,2,0,1,2,503,0
0,0,0,0,1,2,0,1,2,504,1
0,0,0,0,1,2,0,1,2,505,2
0,0,0,0,1,2,0,1,2,506,3
0,0,0,0,1,2,0,1,2,507,6
0,0,0,0,1,2,0,2,0,508,0
0,0,0,0,1,2,0,2,0,509,1
0,0,0,0,1,2,0,2,0,510,2
0,0,0,0,1,2,0,2,0,511,3
0,0,0,0,1,2,0,2,0,512,6
0,0,0,0,1,2,0,2,0,513,8
0,0,0,0,1,2,0,2,1,514,0
0,0,0,0,1,2,0,2,1,515,1
0,0,0,0,1,2,0,2,1,516,2
0,0,0,0,1,2,0,2,1,517,3
0,0,0,0,1,2,0,2,1,518,6
0,0,0,0,1,2,1,0,0,519,0
0,0,0,0,1,2,1,0,0,520,1
0,0,0,0,1,2,1,0,0,521,2
0,0,0,0,1,2,1,0,0,522,3
0,0,0,0,1,2,1,0,0,523,7
0,0,0,0,1,2,1,0,0,524,8
0,0,0,0,1,2,1,0,2,525,0
0,0,0,0,1,2,1,0,2,526,1
0,0,0,0,1,2,1,0,2,527,2
0,0,0,0,1,2,1,0,2,528,3
0,0,0,0,1,2,1,0,2,529,7
0,0,0,0,1,2,1,1,2,530,0
0,0,0,0,1,2,1,1,2,531,1
0,0,0,0,1,2,1,1,2,532,2
0,0,0,0,1,2,1,1,2,533,3
0,0,0,0,1,2,1,2,0,534,0
0,0,0,0,1,2,1,2,0,535,1
0,0,0,0,1,2,1,2,0,536,2
0,0,0,0,1,2,1,2,0,537,3
0,0,0,0,1,2,1,2,0,538,8
0,0,0,0,1,2,1,2,1,539,0
0,0,0,0,1,2,1,2,1,540,1
0,0,0,0,1,2,1,2,1,541,2
0,0,0,0,1,2,1,2,1,542,3
0,0,0,0,1,2,1,2,2,543,0
0,0,0,0,1,2,1,2,2,544,1
0,0,0,0,1,2,1,2,2,545,2
0,0,0,0,1,2,1,2,2,546,3
0,0,0,0,1,2,2,0,0,547,0
0,0,0,0,1,2,2,0,0,548,1
0,0,0,0,1,2,2,0,0,549,2
0,0,0,0,1,2,2,0,0,550,3
0,0,0,0,1,2,2,0,0,551,7
0,0,0,0,1,2,2,0,0,552,8
0,0,0,0,1,2,2,0,1,553,0
0,0,0,0,1,2,2,0,1,554,1
0,0,0,0,1,2,2,0,1,555,2
0,0,0,0,1,2,2,0,1,556,3
0,0,0,0,1,2,2,0,1,557,7
0,0,0,0,1,2,2,1,0,558,0
0,0,0,0,1,2,2,1,0,559,1
0,0,0,0,1,2,2,1,0,560,2
0,0,0,0,1,2,2,1,0,561,3
0,0,0,0,1,2,2,1,0,562,8
0,0,0,0,1,2,2,1,1,563,0
0,0,0,0,1,2,2,1,1,564,1
0,0,0,0,1,2,2,1,1,565,2
0,0,0,0,1,2,2,1,1,566,3
0,0,0,0,1,2,2,1,2,567,0
0,0,0,0,1,2,2,1,2,568,1
0,0,0,0,1,2,2,1,2,569,2
0,0,0,0,1,2,2,1,2,570,3
0,0,0,0,1,2,2,2,1,571,0
0,0,0,0,1,2,2,2,1,572,1
0,0,0,0,1,2,2,2,1,573,2
0,0,0,0,1,2,2,2,1,574,3
0,0,0,0,2,0,0,0,0,575,0
0,0,0,0,2,0,0,0,0,576,1
0,0,0,0,2,0,0,0,0,577,2
0,0,0,0,2,0,0,0,0,578,3
0,0,0,0,2,0,0,0,0,579,5
0,0,0,0,2,0,0,0,0,580,6
0,0,0,0,2,0,0,0,0,581,7
0,0,0,0,2,0,0,0,0,582,8
0,0,0,0,2,0,0,0,1,583,0
0,0,0,0,2,0,0,0,1,584,1
0,0,0,0,2,0,0,0,1,585,2
0,0,0,0,2,0,0,0,1,586,3
0,0,0,0,2,0,0,0,1,587,5
0,0,0,0,2,0,0,0,1,588,6
0,0,0,0,2,0,0,0,1,589,7
0,0,0,0,2,0,0,1,0,590,0
0,0,0,0,2,0,0,1,0,591,1
0,0,0,0,2,0,0,1,0,592,2
0,0,0,0,2,0,0,1,0,593,3
0,0,0,0,2,0,0,1,0,594,5
0,0,0,0,2,0,0,1,0,595,6
0,0,0,0,2,0,0,1,0,596,8
0,0,0,0,2,0,0,1,1,597,0
0,0,0,0,2,0,0,1,1,598,1
0,0,0,0,2,0,0,1,1,599,2
0,0,0,0,2,0,0,1,1,600,3
0,0,0,0,2,0,0,1,1,601,5
0,0,0,0,2,0,0,1,1,602,6
0,0,0,0,2,0,0,1,2,603,0
0,0,0,0,2,0,0,1,2,604,1
0,0,0,0,2,0,0,1,2,605,2
0,0,0,0,2,0,0,1,2,606,3
0,0,0,0,2,0,0,1,2,607,5
0,0,0,0,2,0,0,1,2,608,6
0,0,0,0,2,0,0,2,1,609,0
0,0,0,0,2,0,0,2,1,610,1
0,0,0,0,2,0,0,2,1,611,2
0,0,0,0,2,0,0,2,1,612,3
0,0,0,0,2,0,0,2,1,613,5
0,0,0,0,2,0,0,2,1,614,6
0,0,0,0,2,0,1,0,0,615,0
0,0,0,0,2,0,1,0,0,616,1
0,0,0,0,2,0,1,0,0,617,2
0,0,0,0,2,0,1,0,0,618,3
0,0,0,0,2,0,1,0,0,619,5
0,0,0,0,2,0,1,0,0,620,7
0,0,0,0,2,0,1,0,0,621,8
0,0,0,0,2,0,1,0,1,622,0
0,0,0,0,2,0,1,0,1,623,1
0,0,0,0,2,0,1,0,1,624,2
0,0,0,0,2,0,1,0,1,625,3
0,0,0,0,2,0,1,0,1,626,5
0,0,0,0,2,0,1,0,1,627,7
