TopLeft,TopMid,TopRight,MidLeft,MidMid,MidRight,BotLeft,BotMid,BotRight,StateID,Action,qvalue
0,0,0,0,0,0,1,2,2,12,0,0.8999999981709758
0,0,0,0,0,0,1,2,2,12,1,0.0
0,0,0,0,0,0,1,2,2,12,2,0.8999631025473817
0,0,0,0,0,0,1,2,2,12,3,0.8999999999989166
0,0,0,0,0,0,1,2,2,12,4,0.899999380039211
0,0,0,0,0,0,1,2,2,12,5,0.0
0,0,0,0,0,0,2,0,0,13,0,0.0
0,0,0,0,0,0,2,0,0,13,1,0.0
0,0,0,0,0,0,2,0,0,13,2,0.0
0,0,0,0,0,0,2,0,0,13,3,0.0
0,0,0,0,0,0,2,0,0,13,4,0.0
0,0,0,0,0,0,2,0,0,13,5,0.0
0,0,0,0,0,0,2,0,0,13,7,0.0
0,0,0,0,0,0,2,0,0,13,8,0.0
0,0,0,0,0,0,2,0,1,14,0,0.0
0,0,0,0,0,0,2,0,1,14,1,0.0
0,0,0,0,0,0,2,0,1,14,2,0.0
0,0,0,0,0,0,2,0,1,14,3,0.0
0,0,0,0,0,0,2,0,1,14,4,0.0
0,0,0,0,0,0,2,0,1,14,5,0.0
0,0,0,0,0,0,2,0,1,14,7,0.0
0,0,0,0,0,0,2,1,0,15,0,0.0
0,0,0,0,0,0,2,1,0,15,1,0.0
0,0,0,0,0,0,2,1,0,15,2,0.0
0,0,0,0,0,0,2,1,0,15,3,0.0
0,0,0,0,0,0,2,1,0,15,4,0.0
0,0,0,0,0,0,2,1,0,15,5,0.0
0,0,0,0,0,0,2,1,0,15,8,0.0
0,0,0,0,0,0,2,1,1,16,0,0.0
0,0,0,0,0,0,2,1,1,16,1,0.0
0,0,0,0,0,0,2,1,1,16,2,0.0
0,0,0,0,0,0,2,1,1,16,3,0.0
0,0,0,0,0,0,2,1,1,16,4,0.0
0,0,0,0,0,0,2,1,1,16,5,0.0
0,0,0,0,0,0,2,1,2,17,0,0.0
0,0,0,0,0,0,2,1,2,17,1,0.8999999995237815
0,0,0,0,0,0,2,1,2,17,2,0.0
0,0,0,0,0,0,2,1,2,17,3,0.0
0,0,0,0,0,0,2,1,2,17,4,0.8999999999971222
0,0,0,0,0,0,2,1,2,17,5,0.0
0,0,0,0,0,0,2,2,1,18,0,0.8999999992387768
0,0,0,0,0,0,2,2,1,18,1,0.0
0,0,0,0,0,0,2,2,1,18,2,0.8999409039929807
0,0,0,0,0,0,2,2,1,18,3,0.0
0,0,0,0,0,0,2,2,1,18,4,0.8999998440391541
0,0,0,0,0,0,2,2,1,18,5,0.8999999942487289
0,0,0,0,0,1,0,0,0,19,0,0.0
0,0,0,0,0,1,0,0,0,19,1,0.0
0,0,0,0,0,1,0,0,0,19,2,0.0
0,0,0,0,0,1,0,0,0,19,3,0.0
0,0,0,0,0,1,0,0,0,19,4,0.0
0,0,0,0,0,1,0,0,0,19,6,0.0
0,0,0,0,0,1,0,0,0,19,7,0.0
0,0,0,0,0,1,0,0,0,19,8,0.0
0,0,0,0,0,1,0,0,2,20,0,0.0
0,0,0,0,0,1,0,0,2,20,1,0.0
0,0,0,0,0,1,0,0,2,20,2,0.0
0,0,0,0,0,1,0,0,2,20,3,0.0
0,0,0,0,0,1,0,0,2,20,4,0.0
0,0,0,0,0,1,0,0,2,20,6,0.0
0,0,0,0,0,1,0,0,2,20,7,0.0
0,0,0,0,0,1,0,1,2,21,0,0.0
0,0,0,0,0,1,0,1,2,21,1,0.0
0,0,0,0,0,1,0,1,2,21,2,0.0
0,0,0,0,0,1,0,1,2,21,3,0.0
0,0,0,0,0,1,0,1,2,21,4,0.0
0,0,0,0,0,1,0,1,2,21,6,0.0
0,0,0,0,0,1,0,2,0,22,0,0.0
0,0,0,0,0,1,0,2,0,22,1,0.0
0,0,0,0,0,1,0,2,0,22,2,0.0
0,0,0,0,0,1,0,2,0,22,3,0.0
0,0,0,0,0,1,0,2,0,22,4,0.0
0,0,0,0,0,1,0,2,0,22,6,0.0
0,0,0,0,0,1,0,2,0,22,8,0.0
0,0,0,0,0,1,0,2,1,23,0,0.0
0,0,0,0,0,1,0,2,1,23,1,0.0
0,0,0,0,0,1,0,2,1,23,2,0.0
0,0,0,0,0,1,0,2,1,23,3,0.0
0,0,0,0,0,1,0,2,1,23,4,0.0
0,0,0,0,0,1,0,2,1,23,6,0.0
0,0,0,0,0,1,0,2,2,24,0,-0.7688276322307692
0,0,0,0,0,1,0,2,2,24,1,-0.7648586064762751
0,0,0,0,0,1,0,2,2,24,2,-0.7648678683980157
0,0,0,0,0,1,0,2,2,24,3,0.18109582963852228
0,0,0,0,0,1,0,2,2,24,4,0.8998317692386122
0,0,0,0,0,1,0,2,2,24,6,0.0
0,0,0,0,0,1,1,0,2,25,0,0.0
0,0,0,0,0,1,1,0,2,25,1,0.0
0,0,0,0,0,1,1,0,2,25,2,0.0
0,0,0,0,0,1,1,0,2,25,3,0.0
0,0,0,0,0,1,1,0,2,25,4,0.0
0,0,0,0,0,1,1,0,2,25,7,0.0
0,0,0,0,0,1,1,2,0,26,0,0.0
0,0,0,0,0,1,1,2,0,26,1,0.0
0,0,0,0,0,1,1,2,0,26,2,0.0
0,0,0,0,0,1,1,2,0,26,3,0.0
0,0,0,0,0,1,1,2,0,26,4,0.0
0,0,0,0,0,1,1,2,0,26,8,0.0
0,0,0,0,0,1,1,2,2,27,0,0.0
0,0,0,0,0,1,1,2,2,27,1,0.0
0,0,0,0,0,1,1,2,2,27,2,0.0
0,0,0,0,0,1,1,2,2,27,3,0.0
0,0,0,0,0,1,1,2,2,27,4,0.0
0,0,0,0,0,1,2,0,0,28,0,0.0
0,0,0,0,0,1,2,0,0,28,1,0.0
0,0,0,0,0,1,2,0,0,28,2,0.0
0,0,0,0,0,1,2,0,0,28,3,0.0
0,0,0,0,0,1,2,0,0,28,4,0.0
0,0,0,0,0,1,2,0,0,28,7,0.0
0,0,0,0,0,1,2,0,0,28,8,0.0
0,0,0,0,0,1,2,0,1,29,0,0.0
0,0,0,0,0,1,2,0,1,29,1,0.0
0,0,0,0,0,1,2,0,1,29,2,0.0
0,0,0,0,0,1,2,0,1,29,3,0.0
0,0,0,0,0,1,2,0,1,29,4,0.0
0,0,0,0,0,1,2,0,1,29,7,0.0
0,0,0,0,0,1,2,0,2,30,0,-0.21572046923076926
0,0,0,0,0,1,2,0,2,30,1,-0.00567453921728151
0,0,0,0,0,1,2,0,2,30,2,-0.21619543283428522
0,0,0,0,0,1,2,0,2,30,3,0.8312795671848429
0,0,0,0,0,1,2,0,2,30,4,0.13117554733075662
0,0,0,0,0,1,2,0,2,30,7,0.0
0,0,0,0,0,1,2,1,0,31,0,0.0
0,0,0,0,0,1,2,1,0,31,1,0.0
0,0,0,0,0,1,2,1,0,31,2,0.0
0,0,0,0,0,1,2,1,0,31,3,0.0
0,0,0,0,0,1,2,1,0,31,4,0.0
0,0,0,0,0,1,2,1,0,31,8,0.0
0,0,0,0,0,1,2,1,2,32,0,0.0
0,0,0,0,0,1,2,1,2,32,1,0.0
0,0,0,0,0,1,2,1,2,32,2,0.0
0,0,0,0,0,1,2,1,2,32,3,0.0
0,0,0,0,0,1,2,1,2,32,4,0.0
0,0,0,0,0,1,2,2,0,33,0,-0.7648544730389527
0,0,0,0,0,1,2,2,0,33,1,-0.06471605471245817
0,0,0,0,0,1,2,2,0,33,2,0.6693947308333125
0,0,0,0,0,1,2,2,0,33,3,0.8352848154970962
0,0,0,0,0,1,2,2,0,33,4,0.6705755127689638
0,0,0,0,0,1,2,2,0,33,8,0.8999999987641601
0,0,0,0,0,1,2,2,1,34,0,0.0
0,0,0,0,0,1,2,2,1,34,1,0.0
0,0,0,0,0,1,2,2,1,34,2,0.9999999996125795
0,0,0,0,0,1,2,2,1,34,3,0.0
0,0,0,0,0,1,2,2,1,34,4,0.0
0,0,0,0,0,2,0,0,0,35,0,0.0
0,0,0,0,0,2,0,0,0,35,1,0.0
0,0,0,0,0,2,0,0,0,35,2,0.0
0,0,0,0,0,2,0,0,0,35,3,0.0
0,0,0,0,0,2,0,0,0,35,4,0.0
0,0,0,0,0,2,0,0,0,35,6,0.0
0,0,0,0,0,2,0,0,0,35,7,0.0
0,0,0,0,0,2,0,0,0,35,8,0.0
0,0,0,0,0,2,0,0,1,36,0,0.0
0,0,0,0,0,2,0,0,1,36,1,0.0
0,0,0,0,0,2,0,0,1,36,2,0.0
0,0,0,0,0,2,0,0,1,36,3,0.0
0,0,0,0,0,2,0,0,1,36,4,0.0
0,0,0,0,0,2,0,0,1,36,6,0.0
0,0,0,0,0,2,0,0,1,36,7,0.0
0,0,0,0,0,2,0,1,0,37,0,0.0
0,0,0,0,0,2,0,1,0,37,1,0.0
0,0,0,0,0,2,0,1,0,37,2,0.0
0,0,0,0,0,2,0,1,0,37,3,0.0
0,0,0,0,0,2,0,1,0,37,4,0.0
0,0,0,0,0,2,0,1,0,37,6,0.0
0,0,0,0,0,2,0,1,0,37,8,0.0
0,0,0,0,0,2,0,1,1,38,0,0.0
0,0,0,0,0,2,0,1,1,38,1,0.0
0,0,0,0,0,2,0,1,1,38,2,0.0
0,0,0,0,0,2,0,1,1,38,3,0.0
0,0,0,0,0,2,0,1,1,38,4,0.0
0,0,0,0,0,2,0,1,1,38,6,0.0
0,0,0,0,0,2,0,1,2,39,0,-0.21623048235608572
0,0,0,0,0,2,0,1,2,39,1,0.1364851835741757
0,0,0,0,0,2,0,1,2,39,2,0.0
0,0,0,0,0,2,0,1,2,39,3,-0.21623076922835532
0,0,0,0,0,2,0,1,2,39,4,0.1312836976802117
0,0,0,0,0,2,0,1,2,39,6,-0.06485544494289623
0,0,0,0,0,2,0,2,1,40,0,0.8999999945671906
0,0,0,0,0,2,0,2,1,40,1,0.0
0,0,0,0,0,2,0,2,1,40,2,0.0
0,0,0,0,0,2,0,2,1,40,3,0.0
0,0,0,0,0,2,0,2,1,40,4,0.8999999999999932
0,0,0,0,0,2,0,2,1,40,6,0.0
0,0,0,0,0,2,1,0,0,41,0,0.0
0,0,0,0,0,2,1,0,0,41,1,0.0
0,0,0,0,0,2,1,0,0,41,2,0.0
0,0,0,0,0,2,1,0,0,41,3,0.0
0,0,0,0,0,2,1,0,0,41,4,0.0
0,0,0,0,0,2,1,0,0,41,7,0.0
0,0,0,0,0,2,1,0,0,41,8,0.0
0,0,0,0,0,2,1,0,1,42,0,0.0
0,0,0,0,0,2,1,0,1,42,1,0.0
0,0,0,0,0,2,1,0,1,42,2,0.0
0,0,0,0,0,2,1,0,1,42,3,0.0
0,0,0,0,0,2,1,0,1,42,4,0.0
0,0,0,0,0,2,1,0,1,42,7,0.0
0,0,0,0,0,2,1,0,2,43,0,0.8307692268658461
0,0,0,0,0,2,1,0,2,43,1,-0.7190672432055449
0,0,0,0,0,2,1,0,2,43,2,0.8927099972874635
0,0,0,0,0,2,1,0,2,43,3,0.1351414012761687
0,0,0,0,0,2,1,0,2,43,4,0.1311617652305867
0,0,0,0,0,2,1,0,2,43,7,-0.7687201830624014
0,0,0,0,0,2,1,1,0,44,0,0.0
0,0,0,0,0,2,1,1,0,44,1,0.0
0,0,0,0,0,2,1,1,0,44,2,0.0
0,0,0,0,0,2,1,1,0,44,3,0.0
0,0,0,0,0,2,1,1,0,44,4,0.0
0,0,0,0,0,2,1,1,0,44,8,0.0
0,0,0,0,0,2,1,1,2,45,0,-0.7686741364700919
0,0,0,0,0,2,1,1,2,45,1,-0.22946074338691608
0,0,0,0,0,2,1,1,2,45,2,0.0
0,0,0,0,0,2,1,1,2,45,3,-0.005827632229014309
0,0,0,0,0,2,1,1,2,45,4,-0.2118544957874988
0,0,0,0,0,2,1,2,0,46,0,0.8999994287169213
0,0,0,0,0,2,1,2,0,46,1,0.0
0,0,0,0,0,2,1,2,0,46,2,0.89918482770207
0,0,0,0,0,2,1,2,0,46,3,0.8999983293173851
0,0,0,0,0,2,1,2,0,46,4,0.8999999996467742
0,0,0,0,0,2,1,2,0,46,8,0.0
0,0,0,0,0,2,1,2,1,47,0,0.0
0,0,0,0,0,2,1,2,1,47,1,0.0
0,0,0,0,0,2,1,2,1,47,2,0.0
0,0,0,0,0,2,1,2,1,47,3,0.0
0,0,0,0,0,2,1,2,1,47,4,0.0
0,0,0,0,0,2,2,0,1,48,0,0.8999962868679685
0,0,0,0,0,2,2,0,1,48,1,0.0
0,0,0,0,0,2,2,0,1,48,2,0.0
0,0,0,0,0,2,2,0,1,48,3,0.0
0,0,0,0,0,2,2,0,1,48,4,0.8999999998221202
0,0,0,0,0,2,2,0,1,48,7,0.0
0,0,0,0,0,2,2,1,0,49,0,0.0
0,0,0,0,0,2,2,1,0,49,1,0.8996408502038999
0,0,0,0,0,2,2,1,0,49,2,0.0
0,0,0,0,0,2,2,1,0,49,3,0.0
0,0,0,0,0,2,2,1,0,49,4,0.8999999999900516
0,0,0,0,0,2,2,1,0,49,8,0.0
0,0,0,0,0,2,2,1,1,50,0,0.0
0,0,0,0,0,2,2,1,1,50,1,0.0
0,0,0,0,0,2,2,1,1,50,2,0.0
0,0,0,0,0,2,2,1,1,50,3,0.0
0,0,0,0,0,2,2,1,1,50,4,0.0
0,0,0,0,1,0,0,0,0,51,0,0.0
0,0,0,0,1,0,0,0,0,51,1,0.0
0,0,0,0,1,0,0,0,0,51,2,0.0
0,0,0,0,1,0,0,0,0,51,3,0.0
0,0,0,0,1,0,0,0,0,51,5,0.0
0,0,0,0,1,0,0,0,0,51,6,0.0
0,0,0,0,1,0,0,0,0,51,7,0.0
0,0,0,0,1,0,0,0,0,51,8,0.0
0,0,0,0,1,0,0,0,2,52,0,0.0
0,0,0,0,1,0,0,0,2,52,1,0.0
0,0,0,0,1,0,0,0,2,52,2,0.0
0,0,0,0,1,0,0,0,2,52,3,0.0
0,0,0,0,1,0,0,0,2,52,5,0.0
0,0,0,0,1,0,0,0,2,52,6,0.0
0,0,0,0,1,0,0,0,2,52,7,0.0
0,0,0,0,1,0,0,1,2,53,0,0.0
0,0,0,0,1,0,0,1,2,53,1,0.0
0,0,0,0,1,0,0,1,2,53,2,0.0
0,0,0,0,1,0,0,1,2,53,3,0.0
0,0,0,0,1,0,0,1,2,53,5,0.0
0,0,0,0,1,0,0,1,2,53,6,0.0
0,0,0,0,1,0,0,2,0,54,0,0.0
0,0,0,0,1,0,0,2,0,54,1,0.0
0,0,0,0,1,0,0,2,0,54,2,0.0
0,0,0,0,1,0,0,2,0,54,3,0.0
0,0,0,0,1,0,0,2,0,54,5,0.0
0,0,0,0,1,0,0,2,0,54,6,0.0
0,0,0,0,1,0,0,2,0,54,8,0.0
0,0,0,0,1,0,0,2,1,55,0,0.0
0,0,0,0,1,0,0,2,1,55,1,0.0
0,0,0,0,1,0,0,2,1,55,2,0.0
0,0,0,0,1,0,0,2,1,55,3,0.0
0,0,0,0,1,0,0,2,1,55,5,0.0
0,0,0,0,1,0,0,2,1,55,6,0.0
0,0,0,0,1,0,0,2,2,56,0,-0.22946076922901432
0,0,0,0,1,0,0,2,2,56,1,-0.7648692228342846
0,0,0,0,1,0,0,2,2,56,2,0.13684236886648857
0,0,0,0,1,0,0,2,2,56,3,0.6693838593111906
0,0,0,0,1,0,0,2,2,56,5,0.6881307692307354
0,0,0,0,1,0,0,2,2,56,6,0.8999999843720099
0,0,0,0,1,0,1,0,2,57,0,0.0
0,0,0,0,1,0,1,0,2,57,1,0.0
0,0,0,0,1,0,1,0,2,57,2,0.0
0,0,0,0,1,0,1,0,2,57,3,0.0
0,0,0,0,1,0,1,0,2,57,5,0.0
0,0,0,0,1,0,1,0,2,57,7,0.0
0,0,0,0,1,0,1,2,0,58,0,0.0
0,0,0,0,1,0,1,2,0,58,1,0.0
0,0,0,0,1,0,1,2,0,58,2,0.0
0,0,0,0,1,0,1,2,0,58,3,0.0
0,0,0,0,1,0,1,2,0,58,5,0.0
0,0,0,0,1,0,1,2,0,58,8,0.0
0,0,0,0,1,0,1,2,2,59,0,0.0
0,0,0,0,1,0,1,2,2,59,1,0.0
0,0,0,0,1,0,1,2,2,59,2,0.999999985651093
0,0,0,0,1,0,1,2,2,59,3,0.0
0,0,0,0,1,0,1,2,2,59,5,0.0
0,0,0,0,1,0,2,0,0,60,0,0.0
0,0,0,0,1,0,2,0,0,60,1,0.0
0,0,0,0,1,0,2,0,0,60,2,0.0
0,0,0,0,1,0,2,0,0,60,3,0.0
0,0,0,0,1,0,2,0,0,60,5,0.0
0,0,0,0,1,0,2,0,0,60,7,0.0
0,0,0,0,1,0,2,0,0,60,8,0.0
0,0,0,0,1,0,2,0,1,61,0,0.0
0,0,0,0,1,0,2,0,1,61,1,0.0
0,0,0,0,1,0,2,0,1,61,2,0.0
0,0,0,0,1,0,2,0,1,61,3,0.0
0,0,0,0,1,0,2,0,1,61,5,0.0
0,0,0,0,1,0,2,0,1,61,7,0.0
0,0,0,0,1,0,2,0,2,62,0,-0.06475109722206913
0,0,0,0,1,0,2,0,2,62,1,0.8938184281504514
0,0,0,0,1,0,2,0,2,62,2,-0.0688372745202843
0,0,0,0,1,0,2,0,2,62,3,0.13127982697310492
0,0,0,0,1,0,2,0,2,62,5,0.8352517110260467
0,0,0,0,1,0,2,0,2,62,7,0.8999999999971222
0,0,0,0,1,0,2,1,0,63,0,0.0
0,0,0,0,1,0,2,1,0,63,1,0.0
0,0,0,0,1,0,2,1,0,63,2,0.0
0,0,0,0,1,0,2,1,0,63,3,0.0
0,0,0,0,1,0,2,1,0,63,5,0.0
0,0,0,0,1,0,2,1,0,63,8,0.0
0,0,0,0,1,0,2,1,2,64,0,0.0
0,0,0,0,1,0,2,1,2,64,1,0.9999999999968618
0,0,0,0,1,0,2,1,2,64,2,0.0
0,0,0,0,1,0,2,1,2,64,3,0.0
0,0,0,0,1,0,2,1,2,64,5,0.0
0,0,0,0,1,0,2,2,0,65,0,0.684176786878049
0,0,0,0,1,0,2,2,0,65,1,-0.7005575896635845
0,0,0,0,1,0,2,2,0,65,2,-0.7692307690141118
0,0,0,0,1,0,2,2,0,65,3,0.898131723089569
0,0,0,0,1,0,2,2,0,65,5,0.1307733203787924
0,0,0,0,1,0,2,2,0,65,8,0.89999985648837
0,0,0,0,1,0,2,2,1,66,0,0.9999998405677
0,0,0,0,1,0,2,2,1,66,1,0.0
0,0,0,0,1,0,2,2,1,66,2,0.0
0,0,0,0,1,0,2,2,1,66,3,0.0
0,0,0,0,1,0,2,2,1,66,5,0.0
0,0,0,0,1,1,0,0,2,67,0,0.0
0,0,0,0,1,1,0,0,2,67,1,0.0
0,0,0,0,1,1,0,0,2,67,2,0.0
0,0,0,0,1,1,0,0,2,67,3,0.0
0,0,0,0,1,1,0,0,2,67,6,0.0
0,0,0,0,1,1,0,0,2,67,7,0.0
0,0,0,0,1,1,0,2,0,68,0,0.0
0,0,0,0,1,1,0,2,0,68,1,0.0
0,0,0,0,1,1,0,2,0,68,2,0.0
0,0,0,0,1,1,0,2,0,68,3,0.0
0,0,0,0,1,1,0,2,0,68,6,0.0
0,0,0,0,1,1,0,2,0,68,8,0.0
0,0,0,0,1,1,0,2,2,69,0,-0.7688276054829348
0,0,0,0,1,1,0,2,2,69,1,-0.21015309000000001
0,0,0,0,1,1,0,2,2,69,2,-0.7190575954387
0,0,0,0,1,1,0,2,2,69,3,1.0
0,0,0,0,1,1,0,2,2,69,6,0.0
0,0,0,0,1,1,1,2,2,70,0,0.0
0,0,0,0,1,1,1,2,2,70,1,0.0
0,0,0,0,1,1,1,2,2,70,2,0.0
0,0,0,0,1,1,1,2,2,70,3,0.0
0,0,0,0,1,1,2,0,0,71,0,0.0
0,0,0,0,1,1,2,0,0,71,1,0.0
0,0,0,0,1,1,2,0,0,71,2,0.0
0,0,0,0,1,1,2,0,0,71,3,0.0
0,0,0,0,1,1,2,0,0,71,7,0.0
0,0,0,0,1,1,2,0,0,71,8,0.0
0,0,0,0,1,1,2,0,2,72,0,-0.763
0,0,0,0,1,1,2,0,2,72,1,-0.7688230899999999
0,0,0,0,1,1,2,0,2,72,2,-0.06918030000000001
0,0,0,0,1,1,2,0,2,72,3,0.9999999999999993
0,0,0,0,1,1,2,0,2,72,7,0.0
0,0,0,0,1,1,2,1,2,73,0,0.0
0,0,0,0,1,1,2,1,2,73,1,0.0
0,0,0,0,1,1,2,1,2,73,2,0.0
0,0,0,0,1,1,2,1,2,73,3,0.0
0,0,0,0,1,1,2,2,0,74,0,-0.21623036043000002
0,0,0,0,1,1,2,2,0,74,1,-0.21000000000000002
0,0,0,0,1,1,2,2,0,74,2,-0.06882309000000002
0,0,0,0,1,1,2,2,0,74,3,0.9999999999968618
0,0,0,0,1,1,2,2,0,74,8,0.0
0,0,0,0,1,1,2,2,1,75,0,0.0
0,0,0,0,1,1,2,2,1,75,1,0.0
0,0,0,0,1,1,2,2,1,75,2,0.0
0,0,0,0,1,1,2,2,1,75,3,0.0
0,0,0,0,1,1,2,2,2,76,0,0.0
0,0,0,0,1,1,2,2,2,76,1,0.0
0,0,0,0,1,1,2,2,2,76,2,0.0
0,0,0,0,1,1,2,2,2,76,3,0.0
0,0,0,0,1,2,0,0,0,77,0,0.0
0,0,0,0,1,2,0,0,0,77,1,0.0
0,0,0,0,1,2,0,0,0,77,2,0.0
0,0,0,0,1,2,0,0,0,77,3,0.0
0,0,0,0,1,2,0,0,0,77,6,0.0
0,0,0,0,1,2,0,0,0,77,7,0.0
0,0,0,0,1,2,0,0,0,77,8,0.0
0,0,0,0,1,2,0,0,1,78,0,0.0
0,0,0,0,1,2,0,0,1,78,1,0.0
0,0,0,0,1,2,0,0,1,78,2,0.0
0,0,0,0,1,2,0,0,1,78,3,0.0
0,0,0,0,1,2,0,0,1,78,6,0.0
0,0,0,0,1,2,0,0,1,78,7,0.0
0,0,0,0,1,2,0,0,2,79,0,-0.23064828167148466
0,0,0,0,1,2,0,0,2,79,1,0.19813077695710354
0,0,0,0,1,2,0,0,2,79,2,0.8999999998885422
0,0,0,0,1,2,0,0,2,79,3,-0.7194242007402302
0,0,0,0,1,2,0,0,2,79,6,0.13077239626542309
0,0,0,0,1,2,0,0,2,79,7,0.13529772317730734
0,0,0,0,1,2,0,1,0,80,0,0.0
0,0,0,0,1,2,0,1,0,80,1,0.0
0,0,0,0,1,2,0,1,0,80,2,0.0
0,0,0,0,1,2,0,1,0,80,3,0.0
0,0,0,0,1,2,0,1,0,80,6,0.0
0,0,0,0,1,2,0,1,0,80,8,0.0
0,0,0,0,1,2,0,1,2,81,0,-0.21185833503261003
0,0,0,0,1,2,0,1,2,81,1,1.0
0,0,0,0,1,2,0,1,2,81,2,0.0
0,0,0,0,1,2,0,1,2,81,3,-0.768838108129
0,0,0,0,1,2,0,1,2,81,6,-0.230616018129
0,0,0,0,1,2,0,2,0,82,0,0.89991854367597
0,0,0,0,1,2,0,2,0,82,1,0.0
0,0,0,0,1,2,0,2,0,82,2,0.8999945830722487
0,0,0,0,1,2,0,2,0,82,3,0.0
0,0,0,0,1,2,0,2,0,82,6,0.899991348671961
0,0,0,0,1,2,0,2,0,82,8,0.8999999999999932
