TopLeft,TopMid,TopRight,MidLeft,MidMid,MidRight,BotLeft,BotMid,BotRight,StateID,Action,numVisit,qvalue
0,0,0,0,0,0,2,0,0,13,3,0,0.0
0,0,0,0,0,0,2,0,0,13,4,0,0.0
0,0,0,0,0,0,2,0,0,13,5,0,0.0
0,0,0,0,0,0,2,0,0,13,7,0,0.0
0,0,0,0,0,0,2,0,0,13,8,0,0.0
0,0,0,0,0,0,2,0,1,14,0,97,0.0
0,0,0,0,0,0,2,0,1,14,1,97,0.0
0,0,0,0,0,0,2,0,1,14,2,98,0.0
0,0,0,0,0,0,2,0,1,14,3,97,0.0
0,0,0,0,0,0,2,0,1,14,4,97,0.0
0,0,0,0,0,0,2,0,1,14,5,98,0.0
0,0,0,0,0,0,2,0,1,14,7,97,0.0
0,0,0,0,0,0,2,1,0,15,0,100,0.0
0,0,0,0,0,0,2,1,0,15,1,99,0.0
0,0,0,0,0,0,2,1,0,15,2,99,0.0
0,0,0,0,0,0,2,1,0,15,3,99,0.0
0,0,0,0,0,0,2,1,0,15,4,100,0.0
0,0,0,0,0,0,2,1,0,15,5,100,0.0
0,0,0,0,0,0,2,1,0,15,8,99,0.0
0,0,0,0,0,0,2,1,1,16,0,34,0.697132799860946
0,0,0,0,0,0,2,1,1,16,1,35,0.0
0,0,0,0,0,0,2,1,1,16,2,34,0.6988531198129316
0,0,0,0,0,0,2,1,1,16,3,35,0.6971327999612671
0,0,0,0,0,0,2,1,1,16,4,35,0.6971327999482567
0,0,0,0,0,0,2,1,1,16,5,35,0.0
0,0,0,0,0,0,2,1,2,17,0,0,0.0
0,0,0,0,0,0,2,1,2,17,1,0,0.0
0,0,0,0,0,0,2,1,2,17,2,0,0.0
0,0,0,0,0,0,2,1,2,17,3,0,0.0
0,0,0,0,0,0,2,1,2,17,4,0,0.0
0,0,0,0,0,0,2,1,2,17,5,0,0.0
0,0,0,0,0,0,2,2,1,18,0,0,0.0
0,0,0,0,0,0,2,2,1,18,1,0,0.0
0,0,0,0,0,0,2,2,1,18,2,0,0.0
0,0,0,0,0,0,2,2,1,18,3,0,0.0
0,0,0,0,0,0,2,2,1,18,4,0,0.0
0,0,0,0,0,0,2,2,1,18,5,0,0.0
0,0,0,0,0,1,0,0,0,19,0,688,0.0
0,0,0,0,0,1,0,0,0,19,1,689,0.0
0,0,0,0,0,1,0,0,0,19,2,688,0.0
0,0,0,0,0,1,0,0,0,19,3,688,0.0
0,0,0,0,0,1,0,0,0,19,4,689,0.0
0,0,0,0,0,1,0,0,0,19,6,688,0.0
0,0,0,0,0,1,0,0,0,19,7,688,0.0
0,0,0,0,0,1,0,0,0,19,8,688,0.0
0,0,0,0,0,1,0,0,2,20,0,96,0.0
0,0,0,0,0,1,0,0,2,20,1,95,0.0
0,0,0,0,0,1,0,0,2,20,2,95,0.0
0,0,0,0,0,1,0,0,2,20,3,95,0.0
0,0,0,0,0,1,0,0,2,20,4,96,0.0
0,0,0,0,0,1,0,0,2,20,6,95,0.0
0,0,0,0,0,1,0,0,2,20,7,95,0.0
0,0,0,0,0,1,0,1,2,21,0,31,0.6988531166053632
0,0,0,0,0,1,0,1,2,21,1,31,0.0
0,0,0,0,0,1,0,1,2,21,2,31,0.0
0,0,0,0,0,1,0,1,2,21,3,32,0.0
0,0,0,0,0,1,0,1,2,21,4,32,0.6988531183506187
0,0,0,0,0,1,0,1,2,21,6,31,0.0
0,0,0,0,0,1,0,2,0,22,0,99,0.0
0,0,0,0,0,1,0,2,0,22,1,99,0.0
0,0,0,0,0,1,0,2,0,22,2,98,0.0
0,0,0,0,0,1,0,2,0,22,3,98,0.0
0,0,0,0,0,1,0,2,0,22,4,98,0.0
0,0,0,0,0,1,0,2,0,22,6,99,0.0
0,0,0,0,0,1,0,2,0,22,8,98,0.0
0,0,0,0,0,1,0,2,1,23,0,47,-0.7142857142851746
0,0,0,0,0,1,0,2,1,23,1,47,-0.014744466285015467
0,0,0,0,0,1,0,2,1,23,2,47,0.0
0,0,0,0,0,1,0,2,1,23,3,47,-0.7142857142806791
0,0,0,0,0,1,0,2,1,23,4,47,-0.014285714281284972
0,0,0,0,0,1,0,2,1,23,6,48,-0.7142857142851746
0,0,0,0,0,1,0,2,2,24,0,0,0.0
0,0,0,0,0,1,0,2,2,24,1,0,0.0
0,0,0,0,0,1,0,2,2,24,2,0,0.0
0,0,0,0,0,1,0,2,2,24,3,0,0.0
0,0,0,0,0,1,0,2,2,24,4,0,0.0
0,0,0,0,0,1,0,2,2,24,6,0,0.0
0,0,0,0,0,1,1,0,2,25,0,32,0.6988531193475115
0,0,0,0,0,1,1,0,2,25,1,32,0.0
0,0,0,0,0,1,1,0,2,25,2,31,0.0
0,0,0,0,0,1,1,0,2,25,3,31,0.0
0,0,0,0,0,1,1,0,2,25,4,32,0.6988531183856845
0,0,0,0,0,1,1,0,2,25,7,32,0.0
0,0,0,0,0,1,1,2,0,26,0,33,0.0
0,0,0,0,0,1,1,2,0,26,1,33,0.6988531195580248
0,0,0,0,0,1,1,2,0,26,2,33,0.0
0,0,0,0,0,1,1,2,0,26,3,32,0.0
0,0,0,0,0,1,1,2,0,26,4,33,0.6988531196024185
0,0,0,0,0,1,1,2,0,26,8,32,0.0
0,0,0,0,0,1,1,2,2,27,0,7,0.0
0,0,0,0,0,1,1,2,2,27,1,7,0.0
0,0,0,0,0,1,1,2,2,27,2,7,0.0
0,0,0,0,0,1,1,2,2,27,3,7,0.0
0,0,0,0,0,1,1,2,2,27,4,7,0.0
0,0,0,0,0,1,2,0,0,28,0,102,0.0
0,0,0,0,0,1,2,0,0,28,1,101,0.0
0,0,0,0,0,1,2,0,0,28,2,101,0.0
0,0,0,0,0,1,2,0,0,28,3,101,0.0
0,0,0,0,0,1,2,0,0,28,4,101,0.0
0,0,0,0,0,1,2,0,0,28,7,101,0.0
0,0,0,0,0,1,2,0,0,28,8,101,0.0
0,0,0,0,0,1,2,0,1,29,0,50,-0.01428571428571998
0,0,0,0,0,1,2,0,1,29,1,49,-0.7142857142850025
0,0,0,0,0,1,2,0,1,29,2,50,0.6971327999999997
0,0,0,0,0,1,2,0,1,29,3,51,-0.01428571428561326
0,0,0,0,0,1,2,0,1,29,4,51,-0.014744466285590285
0,0,0,0,0,1,2,0,1,29,7,49,-0.7142857142848978
0,0,0,0,0,1,2,0,2,30,0,0,0.0
0,0,0,0,0,1,2,0,2,30,1,0,0.0
0,0,0,0,0,1,2,0,2,30,2,0,0.0
0,0,0,0,0,1,2,0,2,30,3,0,0.0
0,0,0,0,0,1,2,0,2,30,4,0,0.0
0,0,0,0,0,1,2,0,2,30,7,0,0.0
0,0,0,0,0,1,2,1,0,31,0,34,0.6971327999369874
0,0,0,0,0,1,2,1,0,31,1,34,0.0
0,0,0,0,0,1,2,1,0,31,2,34,0.6988531198249606
0,0,0,0,0,1,2,1,0,31,3,34,0.6988531198110693
0,0,0,0,0,1,2,1,0,31,4,34,0.6971327996489582
0,0,0,0,0,1,2,1,0,31,8,34,0.0
0,0,0,0,0,1,2,1,2,32,0,7,0.0
0,0,0,0,0,1,2,1,2,32,1,8,0.0
0,0,0,0,0,1,2,1,2,32,2,7,0.0
0,0,0,0,0,1,2,1,2,32,3,7,0.0
0,0,0,0,0,1,2,1,2,32,4,7,0.0
0,0,0,0,0,1,2,2,0,33,0,0,0.0
0,0,0,0,0,1,2,2,0,33,1,0,0.0
0,0,0,0,0,1,2,2,0,33,2,0,0.0
0,0,0,0,0,1,2,2,0,33,3,0,0.0
0,0,0,0,0,1,2,2,0,33,4,0,0.0
0,0,0,0,0,1,2,2,0,33,8,0,0.0
0,0,0,0,0,1,2,2,1,34,0,43,-0.7142857142857109
0,0,0,0,0,1,2,2,1,34,1,43,-0.7142857142857003
0,0,0,0,0,1,2,2,1,34,2,43,0.0
0,0,0,0,0,1,2,2,1,34,3,43,-0.7142857142856945
0,0,0,0,0,1,2,2,1,34,4,42,-0.7142857142857004
0,0,0,0,0,2,0,0,0,35,0,0,0.0
0,0,0,0,0,2,0,0,0,35,1,0,0.0
0,0,0,0,0,2,0,0,0,35,2,0,0.0
0,0,0,0,0,2,0,0,0,35,3,0,0.0
0,0,0,0,0,2,0,0,0,35,4,0,0.0
0,0,0,0,0,2,0,0,0,35,6,0,0.0
0,0,0,0,0,2,0,0,0,35,7,0,0.0
0,0,0,0,0,2,0,0,0,35,8,0,0.0
0,0,0,0,0,2,0,0,1,36,0,94,0.0
0,0,0,0,0,2,0,0,1,36,1,94,0.0
0,0,0,0,0,2,0,0,1,36,2,94,0.0
0,0,0,0,0,2,0,0,1,36,3,94,0.0
0,0,0,0,0,2,0,0,1,36,4,94,0.0
0,0,0,0,0,2,0,0,1,36,6,95,0.0
0,0,0,0,0,2,0,0,1,36,7,95,0.0
0,0,0,0,0,2,0,1,0,37,0,101,0.0
0,0,0,0,0,2,0,1,0,37,1,100,0.0
0,0,0,0,0,2,0,1,0,37,2,101,0.0
0,0,0,0,0,2,0,1,0,37,3,100,0.0
0,0,0,0,0,2,0,1,0,37,4,101,0.0
0,0,0,0,0,2,0,1,0,37,6,100,0.0
0,0,0,0,0,2,0,1,0,37,8,100,0.0
0,0,0,0,0,2,0,1,1,38,0,46,-0.714285714284898
0,0,0,0,0,2,0,1,1,38,1,47,-0.7142857142848907
0,0,0,0,0,2,0,1,1,38,2,46,-0.714285714258153
0,0,0,0,0,2,0,1,1,38,3,46,-0.014744466255289967
0,0,0,0,0,2,0,1,1,38,4,46,-0.014286646290908173
0,0,0,0,0,2,0,1,1,38,6,46,0.0
0,0,0,0,0,2,0,1,2,39,0,0,0.0
0,0,0,0,0,2,0,1,2,39,1,0,0.0
0,0,0,0,0,2,0,1,2,39,2,0,0.0
0,0,0,0,0,2,0,1,2,39,3,0,0.0
0,0,0,0,0,2,0,1,2,39,4,0,0.0
0,0,0,0,0,2,0,1,2,39,6,0,0.0
0,0,0,0,0,2,0,2,1,40,0,0,0.0
0,0,0,0,0,2,0,2,1,40,1,0,0.0
0,0,0,0,0,2,0,2,1,40,2,0,0.0
0,0,0,0,0,2,0,2,1,40,3,0,0.0
0,0,0,0,0,2,0,2,1,40,4,0,0.0
0,0,0,0,0,2,0,2,1,40,6,0,0.0
0,0,0,0,0,2,1,0,0,41,0,101,0.0
0,0,0,0,0,2,1,0,0,41,1,101,0.0
0,0,0,0,0,2,1,0,0,41,2,101,0.0
0,0,0,0,0,2,1,0,0,41,3,101,0.0
0,0,0,0,0,2,1,0,0,41,4,101,0.0
0,0,0,0,0,2,1,0,0,41,7,101,0.0
0,0,0,0,0,2,1,0,0,41,8,101,0.0
0,0,0,0,0,2,1,0,1,42,0,48,-0.7142857142848907
0,0,0,0,0,2,1,0,1,42,1,50,-0.7142857142856296
0,0,0,0,0,2,1,0,1,42,2,50,-0.7142857142855896
0,0,0,0,0,2,1,0,1,42,3,48,-0.014744466285583874
0,0,0,0,0,2,1,0,1,42,4,48,-0.014285714287156553
0,0,0,0,0,2,1,0,1,42,7,49,0.0
0,0,0,0,0,2,1,0,2,43,0,0,0.0
0,0,0,0,0,2,1,0,2,43,1,0,0.0
0,0,0,0,0,2,1,0,2,43,2,0,0.0
0,0,0,0,0,2,1,0,2,43,3,0,0.0
0,0,0,0,0,2,1,0,2,43,4,0,0.0
0,0,0,0,0,2,1,0,2,43,7,0,0.0
0,0,0,0,0,2,1,1,0,44,0,47,-0.7142857142805674
0,0,0,0,0,2,1,1,0,44,1,47,-0.7142857142806116
0,0,0,0,0,2,1,1,0,44,2,48,-0.014744466285215141
0,0,0,0,0,2,1,1,0,44,3,47,-0.014744466282324759
0,0,0,0,0,2,1,1,0,44,4,47,-0.014285714320012882
0,0,0,0,0,2,1,1,0,44,8,47,0.6971327999999986
0,0,0,0,0,2,1,1,2,45,0,6,0.0
0,0,0,0,0,2,1,1,2,45,1,6,0.0
0,0,0,0,0,2,1,1,2,45,2,6,0.9959040000000001
0,0,0,0,0,2,1,1,2,45,3,6,0.0
0,0,0,0,0,2,1,1,2,45,4,7,0.0
0,0,0,0,0,2,1,2,0,46,0,0,0.0
0,0,0,0,0,2,1,2,0,46,1,0,0.0
0,0,0,0,0,2,1,2,0,46,2,0,0.0
0,0,0,0,0,2,1,2,0,46,3,0,0.0
0,0,0,0,0,2,1,2,0,46,4,0,0.0
0,0,0,0,0,2,1,2,0,46,8,0,0.0
0,0,0,0,0,2,1,2,1,47,0,7,0.0
0,0,0,0,0,2,1,2,1,47,1,6,0.0
0,0,0,0,0,2,1,2,1,47,2,7,0.0
0,0,0,0,0,2,1,2,1,47,3,7,0.0
0,0,0,0,0,2,1,2,1,47,4,7,0.0
0,0,0,0,0,2,2,0,1,48,0,0,0.0
0,0,0,0,0,2,2,0,1,48,1,0,0.0
0,0,0,0,0,2,2,0,1,48,2,0,0.0
0,0,0,0,0,2,2,0,1,48,3,0,0.0
0,0,0,0,0,2,2,0,1,48,4,0,0.0
0,0,0,0,0,2,2,0,1,48,7,0,0.0
0,0,0,0,0,2,2,1,0,49,0,0,0.0
0,0,0,0,0,2,2,1,0,49,1,0,0.0
0,0,0,0,0,2,2,1,0,49,2,0,0.0
0,0,0,0,0,2,2,1,0,49,3,0,0.0
0,0,0,0,0,2,2,1,0,49,4,0,0.0
0,0,0,0,0,2,2,1,0,49,8,0,0.0
0,0,0,0,0,2,2,1,1,50,0,7,0.0
0,0,0,0,0,2,2,1,1,50,1,7,0.0
0,0,0,0,0,2,2,1,1,50,2,6,0.0
0,0,0,0,0,2,2,1,1,50,3,6,0.0
0,0,0,0,0,2,2,1,1,50,4,6,0.0
0,0,0,0,1,0,0,0,0,51,0,690,0.0
0,0,0,0,1,0,0,0,0,51,1,689,0.0
0,0,0,0,1,0,0,0,0,51,2,690,0.0
0,0,0,0,1,0,0,0,0,51,3,689,0.0
0,0,0,0,1,0,0,0,0,51,5,690,0.0
0,0,0,0,1,0,0,0,0,51,6,690,0.0
0,0,0,0,1,0,0,0,0,51,7,689,0.0
0,0,0,0,1,0,0,0,0,51,8,689,0.0
0,0,0,0,1,0,0,0,2,52,0,97,0.0
0,0,0,0,1,0,0,0,2,52,1,98,0.0
0,0,0,0,1,0,0,0,2,52,2,98,0.0
0,0,0,0,1,0,0,0,2,52,3,98,0.0
0,0,0,0,1,0,0,0,2,52,5,98,0.0
0,0,0,0,1,0,0,0,2,52,6,98,0.0
0,0,0,0,1,0,0,0,2,52,7,98,0.0
0,0,0,0,1,0,0,1,2,53,0,48,-0.7142857142848908
0,0,0,0,1,0,0,1,2,53,1,47,0.0
0,0,0,0,1,0,0,1,2,53,2,48,-0.014285714285254297
0,0,0,0,1,0,0,1,2,53,3,48,-0.7142857142856268
0,0,0,0,1,0,0,1,2,53,5,47,-0.014744466280614071
0,0,0,0,1,0,0,1,2,53,6,46,-0.7142857142848912
0,0,0,0,1,0,0,2,0,54,0,99,0.0
0,0,0,0,1,0,0,2,0,54,1,99,0.0
0,0,0,0,1,0,0,2,0,54,2,99,0.0
0,0,0,0,1,0,0,2,0,54,3,99,0.0
0,0,0,0,1,0,0,2,0,54,5,100,0.0
0,0,0,0,1,0,0,2,0,54,6,99,0.0
0,0,0,0,1,0,0,2,0,54,8,99,0.0
0,0,0,0,1,0,0,2,1,55,0,49,0.0
0,0,0,0,1,0,0,2,1,55,1,50,-0.7142857142849085
0,0,0,0,1,0,0,2,1,55,2,50,-0.7142857142851703
0,0,0,0,1,0,0,2,1,55,3,51,-0.7142857142856004
0,0,0,0,1,0,0,2,1,55,5,49,-0.7142857142851757
0,0,0,0,1,0,0,2,1,55,6,49,-0.7142857142855831
0,0,0,0,1,0,0,2,2,56,0,0,0.0
0,0,0,0,1,0,0,2,2,56,1,0,0.0
0,0,0,0,1,0,0,2,2,56,2,0,0.0
0,0,0,0,1,0,0,2,2,56,3,0,0.0
0,0,0,0,1,0,0,2,2,56,5,0,0.0
0,0,0,0,1,0,0,2,2,56,6,0,0.0
0,0,0,0,1,0,1,0,2,57,0,45,-0.7142857141568331
0,0,0,0,1,0,1,0,2,57,1,45,-0.7142857142542551
0,0,0,0,1,0,1,0,2,57,2,43,0.6971327999997228
0,0,0,0,1,0,1,0,2,57,3,45,-0.7142857140972432
0,0,0,0,1,0,1,0,2,57,5,44,-0.014744466258130001
0,0,0,0,1,0,1,0,2,57,7,44,-0.7142857142579206
0,0,0,0,1,0,1,2,0,58,0,39,-0.7142857064996315
0,0,0,0,1,0,1,2,0,58,1,40,-0.71428571302913
0,0,0,0,1,0,1,2,0,58,2,38,0.0
0,0,0,0,1,0,1,2,0,58,3,40,-0.7142857130334735
0,0,0,0,1,0,1,2,0,58,5,38,-0.7142857134783664
0,0,0,0,1,0,1,2,0,58,8,38,-0.7142857064320598
0,0,0,0,1,0,1,2,2,59,0,42,-0.7142857142856932
0,0,0,0,1,0,1,2,2,59,1,41,-0.7142857142856945
0,0,0,0,1,0,1,2,2,59,2,41,0.0
0,0,0,0,1,0,1,2,2,59,3,41,-0.7142857142856962
0,0,0,0,1,0,1,2,2,59,5,41,-0.7142857142855896
0,0,0,0,1,0,2,0,0,60,0,100,0.0
0,0,0,0,1,0,2,0,0,60,1,101,0.0
0,0,0,0,1,0,2,0,0,60,2,101,0.0
0,0,0,0,1,0,2,0,0,60,3,100,0.0
0,0,0,0,1,0,2,0,0,60,5,100,0.0
0,0,0,0,1,0,2,0,0,60,7,101,0.0
0,0,0,0,1,0,2,0,0,60,8,100,0.0
0,0,0,0,1,0,2,0,1,61,0,50,0.6971327999999999
0,0,0,0,1,0,2,0,1,61,1,50,-0.7142857142855896
0,0,0,0,1,0,2,0,1,61,2,50,-0.7142857142855836
0,0,0,0,1,0,2,0,1,61,3,50,-0.014744466285601332
0,0,0,0,1,0,2,0,1,61,5,51,-0.7142857142856296
0,0,0,0,1,0,2,0,1,61,7,49,-0.7142857142848936
0,0,0,0,1,0,2,0,2,62,0,0,0.0
0,0,0,0,1,0,2,0,2,62,1,0,0.0
0,0,0,0,1,0,2,0,2,62,2,0,0.0
0,0,0,0,1,0,2,0,2,62,3,0,0.0
0,0,0,0,1,0,2,0,2,62,5,0,0.0
0,0,0,0,1,0,2,0,2,62,7,0,0.0
0,0,0,0,1,0,2,1,0,63,0,47,-0.01474446628235171
0,0,0,0,1,0,2,1,0,63,1,46,0.0
0,0,0,0,1,0,2,1,0,63,2,46,-0.7142857142538672
0,0,0,0,1,0,2,1,0,63,3,47,-0.015432594280848838
0,0,0,0,1,0,2,1,0,63,5,46,-0.7142857142805673
0,0,0,0,1,0,2,1,0,63,8,47,-0.7142857142806958
0,0,0,0,1,0,2,1,2,64,0,74,-0.7142857142857143
0,0,0,0,1,0,2,1,2,64,1,73,0.0
0,0,0,0,1,0,2,1,2,64,2,74,-0.7142857142857143
0,0,0,0,1,0,2,1,2,64,3,74,-0.7142857142857143
0,0,0,0,1,0,2,1,2,64,5,74,-0.7142857142857143
0,0,0,0,1,0,2,2,0,65,0,0,0.0
0,0,0,0,1,0,2,2,0,65,1,0,0.0
0,0,0,0,1,0,2,2,0,65,2,0,0.0
0,0,0,0,1,0,2,2,0,65,3,0,0.0
0,0,0,0,1,0,2,2,0,65,5,0,0.0
0,0,0,0,1,0,2,2,0,65,8,0,0.0
0,0,0,0,1,0,2,2,1,66,0,42,0.0
0,0,0,0,1,0,2,2,1,66,1,42,-0.7142857142856937
0,0,0,0,1,0,2,2,1,66,2,43,-0.7142857142856961
0,0,0,0,1,0,2,2,1,66,3,42,-0.714285714285714
0,0,0,0,1,0,2,2,1,66,5,43,-0.7142857142857109
0,0,0,0,1,1,0,0,2,67,0,43,-0.7142857140889871
0,0,0,0,1,1,0,0,2,67,1,44,-0.7142857141124255
0,0,0,0,1,1,0,0,2,67,2,44,-0.7142857142543482
0,0,0,0,1,1,0,0,2,67,3,43,0.0
0,0,0,0,1,1,0,0,2,67,6,45,-0.015432594264446264
0,0,0,0,1,1,0,0,2,67,7,43,-0.014285714166344277
0,0,0,0,1,1,0,2,0,68,0,48,-0.7142857142812662
0,0,0,0,1,1,0,2,0,68,1,48,-0.7142857142813698
0,0,0,0,1,1,0,2,0,68,2,49,-0.714285714285188
0,0,0,0,1,1,0,2,0,68,3,48,0.0
0,0,0,0,1,1,0,2,0,68,6,48,-0.015432594284901041
0,0,0,0,1,1,0,2,0,68,8,48,-0.014285714281377676
0,0,0,0,1,1,0,2,2,69,0,34,-0.7142857142851675
0,0,0,0,1,1,0,2,2,69,1,35,-0.7142857142855825
0,0,0,0,1,1,0,2,2,69,2,34,-0.7142857142543482
0,0,0,0,1,1,0,2,2,69,3,34,0.0
0,0,0,0,1,1,0,2,2,69,6,33,0.9999999999999262
0,0,0,0,1,1,1,2,2,70,0,8,-1.1026865664
0,0,0,0,1,1,1,2,2,70,1,6,-0.5510834687999999
0,0,0,0,1,1,1,2,2,70,2,8,-0.61536
0,0,0,0,1,1,1,2,2,70,3,8,-0.6024575999999999
0,0,0,0,1,1,2,0,0,71,0,44,-0.014744466258638067
0,0,0,0,1,1,2,0,0,71,1,44,-0.7142857141135253
0,0,0,0,1,1,2,0,0,71,2,45,-0.71428571425359
0,0,0,0,1,1,2,0,0,71,3,45,0.6988531199999163
0,0,0,0,1,1,2,0,0,71,7,44,-0.015432594113666737
0,0,0,0,1,1,2,0,0,71,8,44,-0.015432594265655658
0,0,0,0,1,1,2,0,2,72,0,6,-0.0384
0,0,0,0,1,1,2,0,2,72,1,7,-0.0384
0,0,0,0,1,1,2,0,2,72,2,7,0.0
0,0,0,0,1,1,2,0,2,72,3,7,0.0
0,0,0,0,1,1,2,0,2,72,7,7,0.9983616
0,0,0,0,1,1,2,1,2,73,0,11,-0.01603473530879998
0,0,0,0,1,1,2,1,2,73,1,13,-0.711385165824
0,0,0,0,1,1,2,1,2,73,2,13,-0.787652017422336
0,0,0,0,1,1,2,1,2,73,3,13,-0.015034598277120031
0,0,0,0,1,1,2,2,0,74,0,7,-0.006144000000000001
0,0,0,0,1,1,2,2,0,74,1,7,-0.006144000000000001
0,0,0,0,1,1,2,2,0,74,2,7,-0.096
0,0,0,0,1,1,2,2,0,74,3,7,0.0
